class,cap-shape,bruises,gill-spacing,gill-size,stalk-shape,veil-type,ring-type,population,habitat
p,f,t,c,n,e,p,p,s,u
e,x,t,c,b,t,p,p,v,d
e,x,f,w,b,t,p,e,a,g
e,b,t,c,b,e,p,p,s,m
e,x,f,w,b,t,p,e,s,g
e,f,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,f,w,b,t,p,e,s,g
p,x,t,c,n,e,p,p,s,g
e,x,f,w,b,t,p,e,a,g
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,x,t,c,n,e,p,p,v,g
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,g
p,f,t,c,n,e,p,p,s,g
e,x,t,c,b,t,p,p,v,d
e,x,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,f,t,c,n,e,p,p,v,u
e,f,t,c,b,t,p,p,y,d
p,x,t,c,n,e,p,p,s,g
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,f,w,b,t,p,e,a,g
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,s,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,s,g
p,x,f,c,b,e,p,l,y,p
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,f,t,c,n,e,p,p,v,g
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,f,w,b,t,p,e,a,g
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,s,g
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,f,w,b,t,p,e,a,g
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,a,g
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,f,w,b,t,p,e,s,g
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,f,t,c,n,e,p,p,s,u
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,v,d
e,x,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,f,w,b,t,p,e,s,g
e,f,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,s,g
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,f,t,c,n,e,p,p,s,u
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,f,w,b,t,p,e,a,g
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
p,f,t,c,n,e,p,p,v,u
e,x,t,c,b,t,p,p,v,d
e,f,f,w,b,t,p,e,s,g
e,x,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,d
e,x,t,c,b,t,p,p,y,d
e,x,f,w,b,t,p,e,a,g
p,x,t,c,n,e,p,p,v,g
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,x,t,c,n,e,p,p,v,g
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,g
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,f,w,b,t,p,e,a,g
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
p,f,t,c,n,e,p,p,s,u
e,x,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,f,w,b,t,p,e,s,g
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
p,f,t,c,n,e,p,p,v,u
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,f,w,b,t,p,e,s,g
e,x,f,w,b,t,p,e,a,g
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,d
p,x,f,w,n,e,p,p,s,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
p,x,f,c,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,g
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,p
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,p
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,a,g
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,f,w,b,t,p,e,a,g
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,g
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,f,w,b,t,p,e,s,g
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,x,f,c,n,e,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
